User_ID,UTC_Time,Account,Operation,Coin,Change,Remark
139221274,2021-10-23 02:38:02,Spot,Savings Interest,DOT,0.00061872,
139221274,2021-10-23 03:17:24,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-10-23 12:36:16,Spot,ETH 2.0 Staking Rewards,BETH,6.323E-05,
139221274,2021-10-24 00:38:40,Spot,POS savings interest,ADA,0.0304603,
139221274,2021-10-24 02:20:16,Spot,Savings Interest,LINK,3.537E-05,
139221274,2021-10-24 02:37:10,Spot,Savings Interest,DOT,0.00061872,
139221274,2021-10-24 03:23:50,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-10-24 09:36:27,Spot,ETH 2.0 Staking Rewards,BETH,6.321E-05,
139221274,2021-10-25 00:25:30,Spot,POS savings interest,ADA,0.0304603,
139221274,2021-10-25 02:20:15,Spot,Savings Interest,LINK,3.537E-05,
139221274,2021-10-25 02:36:07,Spot,Savings Interest,DOT,0.00061872,
139221274,2021-10-25 03:24:59,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-10-25 11:33:42,Spot,ETH 2.0 Staking Rewards,BETH,6.32E-05,
139221274,2021-10-26 00:27:01,Spot,POS savings interest,ADA,0.0304603,
139221274,2021-10-26 02:14:37,Spot,Savings Interest,LINK,3.537E-05,
139221274,2021-10-26 02:40:20,Spot,Savings Interest,DOT,0.00061872,
139221274,2021-10-26 03:21:45,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-10-26 11:04:07,Spot,ETH 2.0 Staking Rewards,BETH,6.318E-05,
139221274,2021-10-27 00:28:45,Spot,POS savings interest,ADA,0.0304603,
139221274,2021-10-27 02:15:09,Spot,Savings Interest,LINK,3.537E-05,
139221274,2021-10-27 02:42:36,Spot,Savings Interest,DOT,0.00061872,
139221274,2021-10-27 03:29:09,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-10-27 12:17:22,Spot,ETH 2.0 Staking Rewards,BETH,6.316E-05,
139221274,2021-10-28 00:31:01,Spot,POS savings interest,ADA,0.0304603,
139221274,2021-10-28 03:20:13,Spot,Savings Interest,LINK,3.537E-05,
139221274,2021-10-28 03:31:05,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-10-28 03:40:43,Spot,Savings Interest,DOT,0.00061872,
139221274,2021-10-28 11:35:04,Spot,ETH 2.0 Staking Rewards,BETH,6.314E-05,
139221274,2021-10-29 00:33:17,Spot,POS savings interest,ADA,0.0304603,
139221274,2021-10-29 02:14:29,Spot,Savings Interest,LINK,3.537E-05,
139221274,2021-10-29 02:37:57,Spot,Savings Interest,DOT,0.00061872,
139221274,2021-10-29 03:30:24,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-10-29 09:07:37,Spot,ETH 2.0 Staking Rewards,BETH,6.312E-05,
139221274,2021-10-30 01:35:22,Spot,POS savings interest,ADA,0.0304603,
139221274,2021-10-30 03:16:29,Spot,Savings Interest,LINK,3.537E-05,
139221274,2021-10-30 03:30:12,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-10-30 03:37:09,Spot,Savings Interest,DOT,0.00061872,
139221274,2021-10-30 08:27:54,Spot,ETH 2.0 Staking Rewards,BETH,6.311E-05,
139221274,2021-10-31 01:39:33,Spot,POS savings interest,ADA,0.0304603,
139221274,2021-10-31 02:14:49,Spot,Savings Interest,LINK,3.537E-05,
139221274,2021-10-31 02:39:03,Spot,Savings Interest,DOT,0.00061872,
139221274,2021-10-31 03:31:04,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-10-31 08:04:50,Spot,ETH 2.0 Staking Rewards,BETH,6.309E-05,
139221274,2021-11-01 01:43:01,Spot,POS savings interest,ADA,0.0304603,
139221274,2021-11-01 03:15:49,Spot,Savings Interest,LINK,3.537E-05,
139221274,2021-11-01 03:31:36,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-11-01 03:36:45,Spot,Savings Interest,DOT,0.00061872,
139221274,2021-11-01 10:07:26,Spot,ETH 2.0 Staking Rewards,BETH,6.307E-05,
139221274,2021-11-02 01:00:27,Spot,POS savings redemption,ADA,142.7246828,
139221274,2021-11-02 03:32:02,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-11-02 04:14:21,Spot,Savings Interest,LINK,3.537E-05,
139221274,2021-11-02 04:32:39,Spot,Savings Interest,DOT,0.00061872,
139221274,2021-11-02 08:24:48,Spot,ETH 2.0 Staking Rewards,BETH,6.305E-05,
139221274,2021-11-03 03:31:46,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-11-03 04:23:25,Spot,Savings Interest,LINK,3.537E-05,
139221274,2021-11-03 04:38:30,Spot,Savings Interest,DOT,0.00061872,
139221274,2021-11-03 10:04:49,Spot,ETH 2.0 Staking Rewards,BETH,6.303E-05,
139221274,2021-11-04 03:31:38,Spot,Savings Interest,LINK,3.537E-05,
139221274,2021-11-04 03:34:32,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-11-04 03:50:47,Spot,Savings Interest,DOT,0.00061872,
139221274,2021-11-04 08:36:19,Spot,ETH 2.0 Staking Rewards,BETH,6.301E-05,
139221274,2021-11-05 02:25:59,Spot,Savings Interest,LINK,3.537E-05,
139221274,2021-11-05 02:49:49,Spot,Savings Interest,DOT,0.00061872,
139221274,2021-11-05 03:33:24,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-11-05 08:53:34,Spot,POS savings purchase,ADA,-144.5523008,
139221274,2021-11-05 10:38:18,Spot,ETH 2.0 Staking Rewards,BETH,6.299E-05,
139221274,2021-11-06 02:26:46,Spot,Savings Interest,LINK,3.537E-05,
139221274,2021-11-06 02:51:51,Spot,Savings Interest,DOT,0.00061872,
139221274,2021-11-06 03:31:06,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-11-06 08:26:50,Spot,ETH 2.0 Staking Rewards,BETH,6.296E-05,
139221274,2021-11-07 02:25:56,Spot,Savings Interest,LINK,3.537E-05,
139221274,2021-11-07 02:31:25,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-11-07 02:50:13,Spot,Savings Interest,DOT,0.00061872,
139221274,2021-11-07 03:29:09,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-11-07 10:22:53,Spot,ETH 2.0 Staking Rewards,BETH,6.294E-05,
139221274,2021-11-08 01:57:58,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-11-08 02:25:03,Spot,Savings Interest,LINK,3.537E-05,
139221274,2021-11-08 02:48:20,Spot,Savings Interest,DOT,0.00061872,
139221274,2021-11-08 03:31:07,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-11-08 09:02:15,Spot,ETH 2.0 Staking Rewards,BETH,6.292E-05,
139221274,2021-11-09 02:09:00,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-11-09 02:24:25,Spot,Savings Interest,LINK,3.537E-05,
139221274,2021-11-09 02:47:03,Spot,Savings Interest,DOT,0.00061872,
139221274,2021-11-09 03:32:00,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-11-09 08:35:40,Spot,ETH 2.0 Staking Rewards,BETH,6.29E-05,
139221274,2021-11-10 01:48:47,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-11-10 03:33:48,Spot,Savings Interest,LINK,3.537E-05,
139221274,2021-11-10 03:39:43,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-11-10 03:52:16,Spot,Savings Interest,DOT,0.00061872,
139221274,2021-11-10 08:33:11,Spot,ETH 2.0 Staking Rewards,BETH,6.287E-05,
139221274,2021-11-11 01:51:41,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-11-11 02:24:00,Spot,Savings Interest,LINK,3.537E-05,
139221274,2021-11-11 02:45:34,Spot,Savings Interest,DOT,0.00061872,
139221274,2021-11-11 03:40:28,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-11-11 08:36:16,Spot,ETH 2.0 Staking Rewards,BETH,6.285E-05,
139221274,2021-11-12 01:54:52,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-11-12 02:23:13,Spot,Savings Interest,LINK,3.537E-05,
139221274,2021-11-12 02:41:21,Spot,Savings Interest,DOT,0.00061872,
139221274,2021-11-12 03:41:03,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-11-12 08:48:26,Spot,ETH 2.0 Staking Rewards,BETH,6.283E-05,
139221274,2021-11-13 01:57:18,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-11-13 02:24:13,Spot,Savings Interest,LINK,3.537E-05,
139221274,2021-11-13 02:46:09,Spot,Savings Interest,DOT,0.00061872,
139221274,2021-11-13 03:40:10,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-11-13 09:11:52,Spot,ETH 2.0 Staking Rewards,BETH,6.28E-05,
139221274,2021-11-13 15:04:32,Spot,Savings Principal redemption,DOT,44.64133549,
139221274,2021-11-13 15:04:32,Spot,Savings Principal redemption,LDDOT,-44.64133549,
139221274,2021-11-13 15:05:38,Spot,POS savings purchase,DOT,-44.6991952,
139221274,2021-11-13 15:07:01,Spot,Savings Principal redemption,LINK,6.456,
139221274,2021-11-13 15:07:01,Spot,Savings Principal redemption,LDLINK,-6.456,
139221274,2021-11-13 15:07:55,Spot,Savings purchase,LINK,-6.46098717,
139221274,2021-11-14 01:59:14,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-11-14 03:40:03,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-11-14 09:21:17,Spot,ETH 2.0 Staking Rewards,BETH,6.278E-05,
139221274,2021-11-15 01:53:37,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-11-15 02:04:59,Spot,Savings Interest,LINK,3.54E-05,
139221274,2021-11-15 03:25:17,Spot,POS savings interest,DOT,0.01409544,
139221274,2021-11-15 03:43:13,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-11-15 08:42:57,Spot,ETH 2.0 Staking Rewards,BETH,6.276E-05,
139221274,2021-11-16 01:58:28,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-11-16 03:07:36,Spot,Savings Interest,LINK,3.54E-05,
139221274,2021-11-16 03:42:53,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-11-16 04:13:16,Spot,POS savings interest,DOT,0.01409544,
139221274,2021-11-16 09:40:35,Spot,ETH 2.0 Staking Rewards,BETH,6.274E-05,
139221274,2021-11-17 02:00:13,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-11-17 02:05:09,Spot,Savings Interest,LINK,3.54E-05,
139221274,2021-11-17 03:09:15,Spot,POS savings interest,DOT,0.01409544,
139221274,2021-11-17 03:47:24,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-11-17 10:39:17,Spot,ETH 2.0 Staking Rewards,BETH,6.272E-05,
139221274,2021-11-18 01:48:24,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-11-18 02:05:26,Spot,Savings Interest,LINK,3.54E-05,
139221274,2021-11-18 03:08:48,Spot,POS savings interest,DOT,0.01409544,
139221274,2021-11-18 03:49:42,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-11-18 09:14:42,Spot,ETH 2.0 Staking Rewards,BETH,6.27E-05,
139221274,2021-11-19 01:54:23,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-11-19 02:05:20,Spot,Savings Interest,LINK,3.54E-05,
139221274,2021-11-19 03:23:20,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-11-19 03:24:28,Spot,POS savings interest,DOT,0.01409544,
139221274,2021-11-19 17:26:06,Spot,ETH 2.0 Staking Rewards,BETH,6.268E-05,
139221274,2021-11-20 02:04:07,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-11-20 02:05:03,Spot,Savings Interest,LINK,3.54E-05,
139221274,2021-11-20 03:48:21,Spot,POS savings interest,DOT,0.01409544,
139221274,2021-11-20 09:27:04,Spot,ETH 2.0 Staking Rewards,BETH,6.266E-05,
139221274,2021-11-20 13:29:05,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-11-21 02:19:10,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-11-21 03:11:49,Spot,Savings Interest,LINK,3.54E-05,
139221274,2021-11-21 03:13:22,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-11-21 04:29:44,Spot,POS savings interest,DOT,0.01409544,
139221274,2021-11-21 11:53:20,Spot,ETH 2.0 Staking Rewards,BETH,6.264E-05,
139221274,2021-11-22 03:11:44,Spot,Savings Interest,LINK,3.54E-05,
139221274,2021-11-22 03:16:17,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-11-22 05:54:19,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-11-22 06:58:42,Spot,POS savings interest,DOT,0.01409544,
139221274,2021-11-22 08:50:42,Spot,ETH 2.0 Staking Rewards,BETH,6.262E-05,
139221274,2021-11-23 02:06:39,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-11-23 02:29:51,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-11-23 03:12:04,Spot,Savings Interest,LINK,3.54E-05,
139221274,2021-11-23 03:35:03,Spot,POS savings interest,DOT,0.01409544,
139221274,2021-11-23 08:37:53,Spot,ETH 2.0 Staking Rewards,BETH,6.26E-05,
139221274,2021-11-24 01:59:45,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-11-24 02:03:52,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-11-24 02:05:54,Spot,Savings Interest,LINK,3.54E-05,
139221274,2021-11-24 03:25:38,Spot,POS savings interest,DOT,0.01409544,
139221274,2021-11-24 12:38:51,Spot,ETH 2.0 Staking Rewards,BETH,6.258E-05,
139221274,2021-11-25 02:05:44,Spot,Savings Interest,LINK,3.54E-05,
139221274,2021-11-25 02:06:32,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-11-25 03:23:00,Spot,POS savings interest,DOT,0.01409544,
139221274,2021-11-25 06:02:56,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-11-25 08:56:39,Spot,ETH 2.0 Staking Rewards,BETH,6.256E-05,
139221274,2021-11-26 02:05:44,Spot,Savings Interest,LINK,3.54E-05,
139221274,2021-11-26 02:18:39,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-11-26 02:46:52,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-11-26 03:43:59,Spot,POS savings interest,DOT,0.01409544,
139221274,2021-11-26 08:59:30,Spot,ETH 2.0 Staking Rewards,BETH,6.254E-05,
139221274,2021-11-27 02:05:49,Spot,Savings Interest,LINK,3.54E-05,
139221274,2021-11-27 02:23:26,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-11-27 03:47:06,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-11-27 03:47:19,Spot,POS savings interest,DOT,0.01409544,
139221274,2021-11-27 12:15:22,Spot,ETH 2.0 Staking Rewards,BETH,6.252E-05,
139221274,2021-11-28 01:25:18,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-11-28 02:05:42,Spot,Savings Interest,LINK,3.54E-05,
139221274,2021-11-28 03:54:29,Spot,POS savings interest,DOT,0.01409544,
139221274,2021-11-28 07:25:53,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-11-28 09:12:54,Spot,ETH 2.0 Staking Rewards,BETH,6.25E-05,
139221274,2021-11-29 01:27:46,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-11-29 02:05:45,Spot,Savings Interest,LINK,3.54E-05,
139221274,2021-11-29 04:14:47,Spot,POS savings interest,DOT,0.01409544,
139221274,2021-11-29 06:39:34,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-11-29 09:54:43,Spot,Deposit,EUR,196.4,
139221274,2021-11-29 09:56:26,Spot,ETH 2.0 Staking Rewards,BETH,6.248E-05,
139221274,2021-11-29 09:56:38,Spot,Transaction Related,DOT,2.53024468,
139221274,2021-11-29 09:56:38,Spot,Transaction Related,EUR,-80,
139221274,2021-11-29 09:57:28,Spot,Transaction Related,EUR,-115,
139221274,2021-11-29 09:57:28,Spot,Transaction Related,ETH,0.03015547,
139221274,2021-11-29 09:58:14,Spot,POS savings purchase,DOT,-2.74167628,
139221274,2021-11-29 09:59:10,Spot,ETH 2.0 Staking,BETH,0.0301,
139221274,2021-11-29 09:59:10,Spot,ETH 2.0 Staking,ETH,-0.0301,
139221274,2021-11-30 01:29:50,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-11-30 01:47:59,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-11-30 04:08:04,Spot,Savings Interest,LINK,3.54E-05,
139221274,2021-11-30 04:08:36,Spot,POS savings interest,DOT,0.01409544,
139221274,2021-11-30 08:05:22,Spot,ETH 2.0 Staking Rewards,BETH,6.246E-05,
139221274,2021-12-01 01:30:09,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-12-01 01:49:20,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-12-01 03:17:47,Spot,POS savings interest,DOT,0.00086456,
139221274,2021-12-01 03:38:59,Spot,POS savings interest,DOT,0.01409544,
139221274,2021-12-01 04:11:41,Spot,Savings Interest,LINK,3.54E-05,
139221274,2021-12-01 08:15:43,Spot,ETH 2.0 Staking Rewards,BETH,6.803E-05,
139221274,2021-12-02 01:34:24,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-12-02 01:48:21,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-12-02 02:05:29,Spot,Savings Interest,LINK,3.54E-05,
139221274,2021-12-02 03:36:50,Spot,POS savings interest,DOT,0.00086456,
139221274,2021-12-02 03:58:30,Spot,POS savings interest,DOT,0.01409544,
139221274,2021-12-02 10:05:30,Spot,ETH 2.0 Staking Rewards,BETH,6.849E-05,
139221274,2021-12-03 01:42:51,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-12-03 01:46:42,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-12-03 02:05:44,Spot,Savings Interest,LINK,3.54E-05,
139221274,2021-12-03 05:04:53,Spot,POS savings interest,DOT,0.00086456,
139221274,2021-12-03 05:41:52,Spot,POS savings interest,DOT,0.01409544,
139221274,2021-12-03 08:39:47,Spot,ETH 2.0 Staking Rewards,BETH,6.793E-05,
139221274,2021-12-04 01:46:44,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-12-04 01:46:50,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-12-04 04:06:30,Spot,Savings Interest,LINK,3.54E-05,
139221274,2021-12-04 05:42:56,Spot,POS savings interest,DOT,0.00086456,
139221274,2021-12-04 06:32:39,Spot,POS savings interest,DOT,0.01409544,
139221274,2021-12-04 09:13:46,Spot,ETH 2.0 Staking Rewards,BETH,6.801E-05,
139221274,2021-12-05 01:46:47,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-12-05 01:49:12,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-12-05 02:05:36,Spot,Savings Interest,LINK,3.54E-05,
139221274,2021-12-05 03:50:08,Spot,POS savings interest,DOT,0.01409544,
139221274,2021-12-05 05:14:31,Spot,POS savings interest,DOT,0.00086456,
139221274,2021-12-05 09:31:18,Spot,ETH 2.0 Staking Rewards,BETH,6.803E-05,
139221274,2021-12-06 01:47:01,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-12-06 01:55:46,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-12-06 02:05:36,Spot,Savings Interest,LINK,3.54E-05,
139221274,2021-12-06 04:00:49,Spot,POS savings interest,DOT,0.01409544,
139221274,2021-12-06 05:34:28,Spot,POS savings interest,DOT,0.00086456,
139221274,2021-12-07 01:47:13,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-12-07 02:00:09,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-12-07 02:05:30,Spot,Savings Interest,LINK,3.54E-05,
139221274,2021-12-07 03:38:19,Spot,ETH 2.0 Staking Rewards,BETH,6.772E-05,
139221274,2021-12-07 04:10:00,Spot,POS savings interest,DOT,0.01409544,
139221274,2021-12-07 04:54:40,Spot,POS savings interest,DOT,0.00086456,
139221274,2021-12-07 08:48:22,Spot,ETH 2.0 Staking Rewards,BETH,6.82E-05,
139221274,2021-12-08 01:47:32,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-12-08 02:05:55,Spot,Savings Interest,LINK,3.54E-05,
139221274,2021-12-08 02:09:34,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-12-08 04:20:45,Spot,POS savings interest,DOT,0.01409544,
139221274,2021-12-08 05:01:38,Spot,POS savings interest,DOT,0.00086456,
139221274,2021-12-08 08:48:16,Spot,ETH 2.0 Staking Rewards,BETH,6.857E-05,
139221274,2021-12-09 01:47:26,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-12-09 02:12:14,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-12-09 04:05:46,Spot,Savings Interest,LINK,3.54E-05,
139221274,2021-12-09 04:46:16,Spot,POS savings interest,DOT,0.01409544,
139221274,2021-12-09 05:46:56,Spot,POS savings interest,DOT,0.00086456,
139221274,2021-12-09 09:27:05,Spot,ETH 2.0 Staking Rewards,BETH,6.725E-05,
139221274,2021-12-10 01:48:13,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-12-10 02:05:51,Spot,Savings Interest,LINK,3.54E-05,
139221274,2021-12-10 02:11:13,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-12-10 04:29:26,Spot,POS savings interest,DOT,0.01409544,
139221274,2021-12-10 05:23:30,Spot,POS savings interest,DOT,0.00086456,
139221274,2021-12-10 09:35:17,Spot,ETH 2.0 Staking Rewards,BETH,6.673E-05,
139221274,2021-12-11 01:25:13,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-12-11 01:48:06,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-12-11 03:15:18,Spot,POS savings interest,DOT,0.00086456,
139221274,2021-12-11 03:40:06,Spot,POS savings interest,DOT,0.01409544,
139221274,2021-12-11 04:09:24,Spot,Savings Interest,LINK,3.54E-05,
139221274,2021-12-11 09:18:03,Spot,ETH 2.0 Staking Rewards,BETH,6.753E-05,
139221274,2021-12-12 01:28:35,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-12-12 01:48:04,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-12-12 03:16:40,Spot,POS savings interest,DOT,0.00086456,
139221274,2021-12-12 03:40:34,Spot,POS savings interest,DOT,0.01409544,
139221274,2021-12-12 04:11:02,Spot,Savings Interest,LINK,3.54E-05,
139221274,2021-12-12 12:51:46,Spot,ETH 2.0 Staking Rewards,BETH,6.713E-05,
139221274,2021-12-13 01:31:24,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-12-13 01:48:29,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-12-13 03:24:24,Spot,POS savings interest,DOT,0.00086456,
139221274,2021-12-13 03:50:22,Spot,POS savings interest,DOT,0.01409544,
139221274,2021-12-13 04:11:49,Spot,Savings Interest,LINK,3.54E-05,
139221274,2021-12-13 09:18:45,Spot,ETH 2.0 Staking Rewards,BETH,6.693E-05,
139221274,2021-12-14 01:44:26,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-12-14 04:10:31,Spot,Savings Interest,LINK,3.54E-05,
139221274,2021-12-14 09:51:08,Spot,ETH 2.0 Staking Rewards,BETH,6.745E-05,
139221274,2021-12-14 09:51:12,Spot,POS savings interest,DOT,0.01409544,
139221274,2021-12-14 11:00:40,Spot,POS savings interest,DOT,0.00086456,
139221274,2021-12-14 13:41:24,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-12-15 01:19:02,Spot,POS savings redemption,DOT,44.6991952,
139221274,2021-12-15 01:34:51,Spot,POS savings interest,ADA,0.03085035,
139221274,2021-12-15 02:38:46,Spot,POS savings interest,BNB,1.362E-05,
139221274,2021-12-15 03:30:18,Spot,POS savings interest,DOT,0.00086456,
